location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft
D Group Employees Layout,5 Bedroom,600.0,4.0,3.0,92682.9268292683,5,15447154.471544717
Jakkur,3 BHK,1819.18,3.0,2.0,204878.0487804878,3,11262109.784655051
Kanakapura,3 Bedroom,1500.0,3.0,3.0,152439.0243902439,3,10162601.62601626
Yelenahalli,3 BHK,1500.0,2.0,2.0,69512.19512195123,3,4634146.341463415
Benson Town,3 BHK,2850.0,4.0,3.0,573170.731707317,3,20111253.74411639
Raja Rajeshwari Nagar,3 BHK,1751.0,3.0,3.0,87804.87804878049,3,5014556.142134809
Vasanth nagar,4 BHK,4750.0,6.0,1.0,1343902.4390243902,4,28292682.926829267
Bommasandra,2 BHK,1020.0,2.0,1.0,49865.85365853659,2,4888809.182209469
Thanisandra,2 BHK,1148.0,2.0,1.0,53048.78048780488,2,4620973.910087533
Talaghattapura,3 BHK,1856.0,3.0,2.0,164634.1463414634,3,8870374.264087468
Basavangudi,6 Bedroom,1754.0,6.0,2.0,792682.9268292683,6,45192869.26050561
B Narayanapura,2 BHK,1060.0,2.0,1.0,60085.365853658535,2,5668430.740911182
Haralur Road,2 BHK,1300.0,2.0,2.0,73170.73170731707,2,5628517.823639775
Hormavu,4 Bedroom,3000.0,4.0,0.0,121951.21951219512,4,4065040.6504065045
Bellandur,2 BHK,1325.0,2.0,2.0,79268.29268292683,2,5982512.655315232
Sai Gardens,2 BHK,1261.0,2.0,2.0,74390.24390243902,2,5899305.622715227
Manayata Tech Park,2 BHK,1100.0,2.0,2.0,56097.560975609755,2,5099778.270509977
Ramamurthy Nagar,2 BHK,700.0,2.0,1.0,40243.90243902439,2,5749128.919860627
7th Phase JP Nagar,3 BHK,1675.0,2.0,2.0,164634.1463414634,3,9828904.259191846
Ullal Road,4 Bedroom,3400.0,4.0,2.0,231707.31707317074,4,6814921.090387375
Kodihalli,4 BHK,3260.0,5.0,3.0,473170.73170731706,4,14514439.622923836
Doddakammanahalli,2 BHK,1180.0,2.0,2.0,68292.68292682926,2,5787515.502273667
Uttarahalli,2 BHK,1160.0,2.0,2.0,54878.04878048781,2,4730866.274179983
Kasavanhalli,4 BHK,1863.0,3.0,2.0,128048.78048780488,4,6873257.138368485
Sahakara Nagar,3 BHK,1914.0,3.0,2.0,181707.31707317074,3,9493590.23370798
BTM Layout,3 BHK,1458.0,3.0,2.0,96341.46341463414,3,6607782.127203987
Thirumenahalli,5 Bedroom,1200.0,4.0,2.0,140243.9024390244,5,11686991.869918698
Babusapalaya,2 BHK,1105.0,2.0,1.0,48780.48780487805,2,4414523.783246882
Hulimavu,3 BHK,3035.0,5.0,3.0,268292.68292682926,3,8839956.6038494
Bannerghatta Road,6 Bedroom,1200.0,6.0,3.0,195121.9512195122,6,16260162.601626018
Yelahanka,3 BHK,1556.0,3.0,2.0,104878.0487804878,3,6740234.497460656
Jigani,2 BHK,918.0,2.0,2.0,60975.60975609756,2,6642223.284977948
Sarjapur  Road,3 BHK,1455.0,2.0,1.0,119512.19512195123,3,8213896.57195541
Jakkasandra Extension,2 BHK,1205.0,2.0,1.0,85365.85365853658,2,7084303.2081773095
BEML Layout,2 BHK,1194.0,2.0,1.0,79268.29268292683,2,6638885.48433223
Laggere,2 Bedroom,1200.0,2.0,0.0,91463.41463414633,2,7621951.219512194
Bannerghatta Road,3 BHK,1100.0,2.0,2.0,63414.634146341465,3,5764966.740576497
Sarjapur  Road,3 BHK,1405.0,3.0,2.0,59597.560975609755,3,4241819.286520267
Subramanyapura,2 BHK,929.0,2.0,1.0,68292.68292682926,2,7351203.759615636
7th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,47963.41463414634,2,4634146.341463414
8th Phase JP Nagar,4 BHK,2100.0,4.0,3.0,112195.12195121951,4,5342624.854819977
Channasandra,2 BHK,1065.0,2.0,1.0,49353.65853658537,2,4634146.341463415
Bannerghatta Road,3 BHK,1532.5,3.0,0.0,102792.68292682926,3,6707516.014801257
Kengeri,6 Bedroom,1500.0,6.0,3.0,182926.82926829267,6,12195121.95121951
Hullahalli,5 Bedroom,1200.0,5.0,2.0,120731.70731707317,5,10060975.609756097
Hormavu,2 BHK,1093.0,2.0,1.0,39975.60975609756,2,3657420.837703345
Anandapura,2 BHK,1250.0,2.0,2.0,54878.04878048781,2,4390243.902439024
Marathahalli,3 BHK,1680.0,3.0,3.0,128048.78048780488,3,7621951.219512194
Nagarbhavi,2 BHK,1146.0,2.0,1.0,60975.60975609756,2,5320733.835610608
Jagajyothi layout,2 BHK,1250.0,2.0,3.0,70731.70731707317,2,5658536.585365854
Ramagondanahalli,3 BHK,1451.0,3.0,1.0,73707.31707317074,3,5079759.963691987
Nobo Nagar,3 BHK,1424.0,2.0,3.0,67073.17073170732,3,4710194.573855851
Gottigere,3 BHK,1435.0,2.0,3.0,75609.75609756098,3,5268972.550352681
Devanahalli,1 BHK,658.0,1.0,0.0,32817.07317073171,1,4987397.138409074
Bommanahalli,3 BHK,1300.0,3.0,2.0,54878.04878048781,3,4221388.3677298315
Whitefield,2 BHK,1242.0,2.0,2.0,79268.29268292683,2,6382310.199913593
Marathahalli,3 BHK,1910.0,3.0,3.0,145121.9512195122,3,7598007.917251948
Yelahanka,3 BHK,1610.0,4.0,2.0,103658.53658536586,3,6438418.421451296
Hulimavu,2 BHK,1127.0,2.0,1.0,79268.29268292683,2,7033566.342761919
Yelahanka,3 BHK,1075.0,2.0,1.0,51219.51219512195,3,4764605.7855927395
Mysore Road,2 BHK,1155.0,2.0,1.0,62195.12195121951,2,5384859.043395628
Lakkasandra Extension,5 Bedroom,1280.0,3.0,1.0,304878.0487804878,5,23818597.560975607
Krishna Reddy Layout,3 BHK,1250.0,3.0,1.0,67073.17073170732,3,5365853.658536585
Kuvempu Layout,3 Bedroom,2200.0,4.0,2.0,195121.9512195122,3,8869179.600886919
Billekahalli,3 Bedroom,2400.0,3.0,1.0,182926.82926829267,3,7621951.219512194
Chandapura,2 BHK,876.0,2.0,2.0,35975.60975609756,2,4106804.766677804
Nagarbhavi,3 BHK,1850.0,2.0,2.0,108536.58536585367,3,5866842.452208307
Kadugodi,2 BHK,1314.0,2.0,3.0,101219.51219512195,2,7703159.223373056
Rachenahalli,1 BHK,690.0,1.0,1.0,48536.58536585365,1,7034287.734181689
Srirampura,2 BHK,1230.0,2.0,3.0,67073.17073170732,2,5453103.31152092
Bommasandra,2 BHK,920.0,2.0,1.0,45365.853658536595,2,4931071.049840935
Sarjapur  Road,3 BHK,1850.0,3.0,3.0,170731.70731707316,3,9228740.936058009
Electronic City,2 BHK,1073.0,2.0,2.0,73170.73170731707,2,6819266.701520696
Maithri Layout,3 BHK,1540.0,3.0,3.0,92682.9268292683,3,6018371.872030409
Kanakpura Road,3 BHK,1550.0,3.0,3.0,77439.0243902439,3,4996066.089693154
Kalyan nagar,2 BHK,1198.0,2.0,1.0,79268.29268292683,2,6616718.921780203
HBR Layout,3 BHK,1656.0,3.0,2.0,109756.09756097561,3,6627783.669141039
Kaveri Nagar,3 BHK,1900.0,3.0,3.0,189024.39024390245,3,9948652.118100129
Ramagondanahalli,3 BHK,1910.0,3.0,2.0,173170.73170731709,3,9066530.455880476
Mysore Road,2 BHK,1003.0,2.0,1.0,52439.0243902439,2,5228217.785667388
Thanisandra,3 BHK,2172.0,3.0,2.0,92707.31707317074,3,4268292.68292683
Sarakki Nagar,4 Bedroom,2400.0,4.0,2.0,436585.3658536585,4,18191056.910569105
T G extension,2 Bedroom,1200.0,1.0,2.0,115853.65853658537,2,9654471.544715447
Whitefield,3 BHK,1548.0,3.0,1.0,79268.29268292683,3,5120690.741791138
Whitefield,4 BHK,2856.0,5.0,0.0,188414.63414634147,4,6597151.05554417
Hosur Road,3 BHK,1689.0,3.0,1.0,125609.75609756098,3,7436930.497191295
Electronic City Phase II,2 BHK,1031.0,2.0,1.0,64634.14634146341,2,6269073.359986752
Bhoganhalli,4 BHK,2119.0,4.0,2.0,135365.8536585366,4,6388195.075910174
Whitefield,2 Bedroom,1200.0,2.0,2.0,56256.09756097561,2,4688008.130081301
JCR Layout,2 BHK,1060.0,2.0,2.0,45121.95121951219,2,4256787.850897377
Devi Nagar,2 BHK,1100.0,2.0,1.0,74390.24390243902,2,6762749.445676275
GKW Layout,4 Bedroom,1350.0,4.0,2.0,274390.243902439,4,20325203.25203252
Gandhi Nagar,5 Bedroom,1050.0,4.0,1.0,97560.9756097561,5,9291521.48664344
Hennur Road,3 BHK,1250.0,2.0,1.0,94975.60975609756,3,7598048.780487806
8th Block Jayanagar,2 BHK,1100.0,2.0,2.0,134146.34146341463,2,12195121.951219512
Whitefield,2 Bedroom,1200.0,2.0,1.0,56256.09756097561,2,4688008.130081301
Seegehalli,3 BHK,1420.0,2.0,2.0,56097.560975609755,3,3950532.4630711093
Electronic City,3 BHK,1500.0,2.0,1.0,95121.9512195122,3,6341463.414634147
OLd Gurappanapalya,3 BHK,1942.0,3.0,1.0,189024.39024390245,3,9733490.743764287
Haralur Road,3 BHK,1985.0,3.0,2.0,158536.58536585365,3,7986729.741352829
Sarjapur  Road,1 BHK,950.0,1.0,0.0,48658.53658536585,1,5121951.219512194
AMS Layout,3 Bedroom,1200.0,4.0,2.0,97560.9756097561,3,8130081.300813009
Green Glen Layout,3 BHK,1752.0,3.0,2.0,128048.78048780488,3,7308720.347477447
Abbigere,4 Bedroom,1200.0,3.0,2.0,146341.46341463414,4,12195121.95121951
Mahalakshmi Layout,5 Bedroom,1200.0,5.0,1.0,243902.43902439025,5,20325203.252032522
Old Madras Road,3 BHK,1480.0,2.0,2.0,102439.0243902439,3,6921555.702043506
Jnana Ganga Nagar,3 Bedroom,600.0,4.0,1.0,98780.48780487805,3,16463414.63414634
Sarjapur  Road,3 BHK,1826.0,3.0,2.0,158536.58536585365,3,8682178.826169422
8th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,47963.41463414634,2,4634146.341463414
Kasavanhalli,3 BHK,1667.0,3.0,2.0,112195.12195121951,3,6730361.2448242055
Thanisandra,2 BHK,934.0,2.0,2.0,67073.17073170732,2,7181281.6629236955
Mahadevpura,3 BHK,1620.0,2.0,1.0,92682.9268292683,3,5721168.32279434
Electronic City,2 BHK,1070.0,2.0,1.0,57317.07317073171,2,5356735.810348758
Hosur Road,5 Bedroom,3600.0,5.0,3.0,219512.19512195123,5,6097560.975609756
Uttarahalli,3 BHK,1280.0,2.0,2.0,73170.73170731707,3,5716463.414634146
rr nagar,2 BHK,1400.0,2.0,2.0,73170.73170731707,2,5226480.836236933
"Varthur Road, ",2 BHK,1330.0,2.0,1.0,78048.78048780488,2,5868329.359985329
Balagere,2 BHK,1012.0,2.0,1.0,66573.17073170732,2,6578376.554516533
Electronic City Phase II,3 BHK,1611.0,2.0,2.0,58939.0243902439,3,3658536.5853658537
Whitefield,3 BHK,1405.0,3.0,2.0,70731.70731707317,3,5034285.218297023
VGP Layout,3 BHK,1515.0,3.0,3.0,109756.09756097561,3,7244626.9017145615
Thigalarapalya,3 BHK,1830.0,4.0,2.0,182926.82926829267,3,9996001.599360254
Kaggadasapura,3 BHK,1710.0,3.0,0.0,73170.73170731707,3,4278990.158322635
BTM Layout,2 BHK,935.0,2.0,1.0,62804.87804878049,2,6717099.256554063
Jakkur,3 BHK,2197.0,3.0,2.0,165853.65853658537,3,7549096.883777213
TC Palaya,4 Bedroom,600.0,4.0,0.0,79268.29268292683,4,13211382.113821138
Brookefield,3 BHK,1410.0,2.0,0.0,97560.9756097561,3,6919218.1283514965
Jakkur,2 BHK,1125.0,2.0,2.0,79268.29268292683,2,7046070.460704607
Magadi Road,3 BHK,1191.0,2.0,1.0,67536.58536585367,3,5670578.116360509
Thubarahalli,2 BHK,1200.0,2.0,2.0,96341.46341463414,2,8028455.284552844
CV Raman Nagar,3 BHK,1525.0,2.0,3.0,81707.31707317074,3,5357856.857257098
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,3.0,68292.68292682926,3,4664800.746368119
Seegehalli,2 BHK,920.0,2.0,1.0,32926.829268292684,2,3579003.181336161
Yelahanka,1 BHK,651.0,1.0,1.0,21341.463414634145,1,3278258.589037503
Chikkabanavar,2 BHK,600.0,1.0,2.0,30487.80487804878,2,5081300.8130081305
Chandapura,1 BHK,645.0,1.0,1.0,20060.975609756097,1,3110228.776706372
Thanisandra,2 BHK,1185.0,2.0,2.0,53658.53658536585,2,4528146.547288258
Electronics City Phase 1,2 BHK,1190.0,2.0,1.0,82926.82926829268,2,6968641.114982579
Whitefield,4 BHK,2856.0,5.0,0.0,193292.68292682926,4,6767951.082872173
Whitefield,2 BHK,1355.0,2.0,3.0,89024.39024390244,2,6570065.700657006
KR Puram,2 Bedroom,1200.0,1.0,0.0,79268.29268292683,2,6605691.056910569
Kundalahalli,4 Bedroom,7000.0,4.0,3.0,670731.7073170731,4,9581881.533101045
Ramamurthy Nagar,6 Bedroom,1200.0,4.0,1.0,134146.34146341463,6,11178861.788617887
Yelahanka New Town,1 BHK,500.0,2.0,1.0,29268.29268292683,1,5853658.536585366
Bommasandra Industrial Area,3 BHK,1250.0,3.0,3.0,60975.60975609756,3,4878048.780487806
Uttarahalli,3 BHK,1480.0,2.0,1.0,70731.70731707317,3,4779169.413315755
Ambalipura,4 BHK,3300.0,4.0,2.0,401219.51219512196,4,12158167.036215818
Green Woods Layout,2 BHK,1206.0,2.0,1.0,64634.14634146341,2,5359381.952028476
Rajaji Nagar,2 BHK,1357.0,2.0,1.0,158536.58536585365,2,11682872.908316407
Hosakerehalli,2 BHK,925.0,2.0,1.0,56707.31707317073,2,6130520.764667106
8th Phase JP Nagar,2 BHK,909.0,2.0,1.0,49878.04878048781,2,5487134.079261584
Seegehalli,3 Bedroom,3000.0,5.0,2.0,408536.5853658537,3,13617886.178861788
Brookefield,2 BHK,1100.0,2.0,1.0,67073.17073170732,2,6097560.975609756
Malleshwaram,4 Bedroom,3000.0,5.0,2.0,993902.4390243902,4,33130081.300813008
Vidyaranyapura,2 BHK,1100.0,2.0,1.0,65853.65853658537,2,5986696.2305986695
Subramanyapura,2 BHK,975.0,2.0,1.0,79268.29268292683,2,8130081.300813008
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,2.0,53865.85365853659,2,4124491.091771561
Roopena Agrahara,4 Bedroom,1200.0,4.0,1.0,115853.65853658537,4,9654471.544715447
Kalena Agrahara,1 BHK,610.0,1.0,1.0,47560.9756097561,1,7796881.247501
Yelahanka,3 BHK,1484.0,2.0,2.0,68780.48780487805,3,4634803.7604365265
Ramamurthy Nagar,2 BHK,1125.0,2.0,1.0,57317.07317073171,2,5094850.948509485
Bhoganhalli,2 BHK,1447.0,2.0,1.0,92646.34146341463,2,6402649.721037638
Whitefield,4 BHK,2882.0,5.0,1.0,192682.92682926828,4,6685736.5312029235
Vidyaranyapura,4 Bedroom,750.0,4.0,0.0,107317.0731707317,4,14308943.089430893
Kundalahalli,3 BHK,2075.0,3.0,1.0,140243.9024390244,3,6758742.2862180425
Stage-4 Bommanahalli,2 BHK,1250.0,2.0,1.0,70731.70731707317,2,5658536.585365854
Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,62804.87804878049,2,4937490.412639976
Banashankari Stage II,4 Bedroom,1050.0,3.0,2.0,152439.0243902439,4,14518002.32288037
Venkateshpuram,2 BHK,625.0,2.0,1.0,29268.29268292683,2,4682926.829268293
1st Phase JP Nagar,1 BHK,840.0,2.0,2.0,60975.60975609756,1,7259001.161440186
Hennur Road,4 BHK,2502.0,4.0,2.0,219512.19512195123,4,8773469.029654326
Rayasandra,1 BHK,583.0,1.0,1.0,32804.87804878049,1,5626908.756223069
Gunjur Palya,2 BHK,900.0,2.0,1.0,32926.829268292684,2,3658536.5853658537
Sarjapur  Road,2 BHK,1115.0,2.0,2.0,60975.60975609756,2,5468664.552116374
HOSUR MAIN ROAD,2 BHK,1464.0,2.0,2.0,68292.68292682926,2,4664800.746368119
Kanakapura,3 Bedroom,2200.0,3.0,1.0,147560.9756097561,3,6707317.073170732
Whitefield,1 BHK,750.0,1.0,1.0,62195.12195121951,1,8292682.926829268
Marathahalli,3 BHK,1600.0,3.0,3.0,70731.70731707317,3,4420731.707317073
Chikkalasandra,3 BHK,1365.0,2.0,2.0,59756.09756097561,3,4377736.085053158
"Judicial Layout, Kanakapura Road, ",3 BHK,1300.0,3.0,2.0,78048.78048780488,3,6003752.34521576
Kurubarahalli,1 Bedroom,1200.0,1.0,0.0,84146.34146341463,1,7012195.12195122
Hormavu,2 BHK,1260.0,2.0,2.0,42682.92682926829,2,3387533.875338753
Electronics City Phase 1,2 BHK,1190.0,2.0,2.0,41365.85365853659,2,3476122.156179545
Hosakerehalli,3 BHK,2480.0,4.0,1.0,317073.1707317073,3,12785208.497246262
Vishwapriya Layout,3 BHK,1250.0,3.0,2.0,46341.46341463415,3,3707317.0731707322
Kaggadasapura,3 BHK,1500.0,3.0,0.0,91463.41463414633,3,6097560.975609755
Banashankari Stage V,3 BHK,1510.0,3.0,3.0,58012.19512195122,3,3841867.226619286
7th Phase JP Nagar,2 BHK,1187.0,2.0,1.0,71951.21951219512,2,6061602.317792344
Kundalahalli,2 BHK,1120.0,2.0,1.0,65560.9756097561,2,5853658.536585366
Whitefield,2 BHK,1115.0,2.0,0.0,42140.243902439026,2,3779394.0719676255
Dodsworth Layout,3 BHK,1717.0,3.0,3.0,120731.70731707317,3,7031549.639899428
Kasturi Nagar,2 BHK,1100.0,2.0,2.0,70731.70731707317,2,6430155.210643016
Hegganahalli,1 Bedroom,1200.0,1.0,0.0,58536.58536585366,1,4878048.780487806
Bannerghatta Road,3 BHK,1465.0,2.0,1.0,55939.0243902439,3,3818363.439607092
Kothanur,1 Bedroom,1500.0,1.0,0.0,91463.41463414633,1,6097560.975609755
Prashanth Nagar,5 Bedroom,4050.0,4.0,1.0,731707.3170731707,5,18066847.335140016
Haralur Road,3 BHK,1255.0,2.0,1.0,109756.09756097561,3,8745505.781751044
5th Phase JP Nagar,2 BHK,1220.0,2.0,3.0,107317.0731707317,2,8796481.407437025
Electronic City Phase II,2 BHK,1065.0,2.0,1.0,37658.53658536585,2,3536012.8249169816
Sultan Palaya,3 BHK,1765.0,3.0,3.0,97560.9756097561,3,5527534.028881365
Bellandur,2 BHK,1281.0,2.0,2.0,106097.56097560975,2,8282401.325184212
Electronic City,2 BHK,1210.0,2.0,2.0,30487.80487804878,2,2519653.295706511
Kaggadasapura,2 BHK,1215.0,2.0,3.0,52439.0243902439,2,4315969.085616782
Ananth Nagar,4 Bedroom,1200.0,3.0,1.0,106097.56097560975,4,8841463.414634146
Mysore Road,2 BHK,1237.0,2.0,2.0,89024.39024390244,2,7196797.917857917
Lakshminarayana Pura,2 BHK,1300.0,2.0,1.0,85365.85365853658,2,6566604.1275797365
Whitefield,2 BHK,1105.0,2.0,2.0,48768.29268292683,2,4413420.152301071
Chandapura,3 BHK,1505.0,2.0,2.0,51219.51219512195,3,3403289.8468519566
Banashankari,2 BHK,1186.0,2.0,3.0,79268.29268292683,2,6683667.173939867
Byrathi Village,4 Bedroom,900.0,3.0,1.0,62195.12195121951,4,6910569.105691057
Kengeri,2 BHK,750.0,2.0,1.0,43292.68292682927,2,5772357.723577236
Varthur,2 BHK,1083.0,2.0,2.0,34146.34146341463,2,3152940.116658784
Nagaraja Garden,3 BHK,1430.0,2.0,1.0,95914.63414634147,3,6707317.073170733
Thanisandra,2 BHK,1056.0,2.0,2.0,82926.82926829268,2,7852919.438285292
VGP Layout,3 BHK,2108.0,3.0,3.0,103658.53658536586,3,4917387.883556255
Banashankari,3 BHK,1650.0,3.0,2.0,123170.73170731707,3,7464892.830746489
Electronic City Phase II,3 BHK,1220.0,3.0,1.0,44634.14634146341,3,3658536.5853658537
Rayasandra,2 BHK,1198.0,2.0,1.0,65853.65853658537,2,5496966.488863553
Ejipura,2 BHK,1190.0,2.0,1.0,85365.85365853658,2,7173601.147776183
"Judicial Layout, Kanakapura Road, ",2 BHK,900.0,2.0,1.0,50000.0,2,5555555.555555556
J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2690.0,4.0,2.0,225609.75609756098,4,8386979.780578475
Kanakapura,2 BHK,1340.0,2.0,2.0,79268.29268292683,2,5915544.230069166
Bommenahalli,4 Bedroom,2940.0,3.0,2.0,2743902.43902439,4,93330014.9328024
Giri Nagar,6 Bedroom,2400.0,6.0,1.0,487804.8780487805,6,20325203.252032522
Yelahanka,2 BHK,1260.0,2.0,2.0,72195.12195121951,2,5729771.58343012
Talaghattapura,3 BHK,2254.0,3.0,2.0,186585.36585365853,3,8277966.54186595
Old Madras Road,3 BHK,2990.0,5.0,1.0,256097.56097560975,3,8565135.818582265
1st Block BEL Layout,4 Bedroom,1800.0,5.0,1.0,304878.0487804878,4,16937669.376693767
JP Nagar,2 BHK,820.0,2.0,1.0,54878.04878048781,2,6692444.97323022
Electronic City,2 BHK,1296.0,2.0,2.0,79268.29268292683,2,6116380.608250527
Uttarahalli,2 BHK,1190.0,2.0,1.0,65304.87804878049,2,5487804.87804878
Whitefield,2 BHK,1173.0,2.0,1.0,93902.43902439025,2,8005323.019982117
Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,2.0,109756.09756097561,3,6097560.975609756
Yelahanka,2 BHK,1102.0,2.0,0.0,63414.634146341465,2,5754504.006020097
Sarjapur,2 BHK,913.0,2.0,1.0,43902.439024390245,2,4808591.34987845
Hormavu,3 BHK,1176.0,2.0,1.0,43012.19512195123,3,3657499.5851999344
Yelahanka,2 BHK,1519.0,2.0,3.0,79268.29268292683,2,5218452.447855617
Hosur Road,2 BHK,1345.0,2.0,2.0,129268.29268292683,2,9611025.478284523
Dodsworth Layout,3 BHK,1594.0,3.0,2.0,120731.70731707317,3,7574134.712488906
Kaverappa Layout,2 BHK,1250.0,2.0,1.0,82926.82926829268,2,6634146.341463415
Haralur Road,2 BHK,1056.0,2.0,1.0,73170.73170731707,2,6929046.563192904
Whitefield,3 Bedroom,1200.0,3.0,1.0,83414.63414634147,3,6951219.512195123
Kothnur Narayanapura,2 Bedroom,1290.0,1.0,0.0,94512.19512195123,2,7326526.753639629
Amruthnagar,2 BHK,1150.0,2.0,1.0,58536.58536585366,2,5090137.857900319
Ambedkar Colony,2 BHK,1464.0,2.0,1.0,176829.26829268291,2,12078501.932560308
Anekal,4 Bedroom,1200.0,2.0,1.0,43902.439024390245,4,3658536.585365854
Gollarapalya Hosahalli,2 BHK,861.0,2.0,0.0,44512.19512195122,2,5169825.217415937
Kundalahalli,2 BHK,1047.0,2.0,1.0,100756.09756097561,2,9623313.998182962
Lakshmipura,2 Bedroom,1200.0,2.0,0.0,91463.41463414633,2,7621951.219512194
Hongasandra,2 BHK,1065.0,2.0,1.0,54878.04878048781,2,5152868.430092752
Rajaji Nagar,3 BHK,2300.0,3.0,3.0,450000.0,3,19565217.391304348
Ramamurthy Nagar,2 BHK,1000.0,2.0,1.0,75609.75609756098,2,7560975.609756098
Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,137804.8780487805,3,8192917.83880978
Harlur,3 BHK,1756.0,3.0,2.0,159756.0975609756,3,9097727.651536196
BEL Road,5 Bedroom,4000.0,4.0,2.0,1219512.1951219512,5,30487804.878048778
Vignana Nagar,4 BHK,1050.0,4.0,2.0,109756.09756097561,4,10452961.672473868
Vittasandra,2 BHK,1238.0,2.0,1.0,82097.56097560974,2,6631466.960873161
Dasanapura,2 BHK,814.0,2.0,1.0,51219.51219512195,2,6292323.365494097
Dodda Nekkundi,2 BHK,1145.0,2.0,1.0,56707.31707317073,2,4952604.11119395
Varthur,2 BHK,965.0,2.0,1.0,41463.41463414634,2,4296726.905092885
Doddabele,2 BHK,750.0,2.0,1.0,43902.439024390245,2,5853658.536585366
Banashankari,3 BHK,1300.0,2.0,2.0,67073.17073170732,3,5159474.671669793
1st Phase JP Nagar,3 BHK,1590.0,3.0,3.0,159756.0975609756,3,10047553.305721736
Begur Road,1 BHK,644.0,1.0,1.0,48780.48780487805,1,7574609.90758976
Whitefield,2 BHK,982.0,2.0,1.0,45121.95121951219,2,4594903.382842382
Indira Nagar,2 BHK,1260.0,2.0,2.0,121951.21951219512,2,9678668.215253582
Rayasandra,3 BHK,1555.0,3.0,2.0,91670.73170731707,3,5895223.904007528
Race Course Road,4 Bedroom,2500.0,4.0,1.0,548780.487804878,4,21951219.51219512
Kaggadasapura,2 BHK,1225.0,2.0,2.0,58536.58536585366,2,4778496.764559482
Electronics City Phase 1,2 BHK,1085.0,2.0,1.0,56097.560975609755,2,5170282.117567719
Rajaji Nagar,3 BHK,1640.0,3.0,2.0,268292.68292682926,3,16359309.93456276
Thanisandra,3 BHK,1595.0,3.0,1.0,134146.34146341463,3,8410428.931875525
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,49317.07317073171,2,4123501.1012317482
Yelahanka,3 BHK,1859.0,3.0,1.0,131707.31707317074,3,7084847.610175941
9th Phase JP Nagar,2 BHK,1079.0,2.0,1.0,73170.73170731707,2,6781346.775469608
Shivaji Nagar,2 BHK,550.0,1.0,1.0,32926.829268292684,2,5986696.2305986695
Whitefield,2 BHK,1118.0,2.0,1.0,51219.51219512195,2,4581351.716916095
CV Raman Nagar,2 BHK,1198.0,2.0,2.0,73170.73170731707,2,6107740.543181725
Thigalarapalya,3 BHK,1830.0,4.0,2.0,164634.1463414634,3,8996401.43942423
Banashankari Stage VI,2 BHK,1160.0,2.0,1.0,71951.21951219512,2,6202691.3372582
Srirampuram,3 BHK,1485.0,2.0,1.0,190243.9024390244,3,12811037.201281104
Ejipura,3 BHK,2070.0,3.0,3.0,164634.1463414634,3,7953340.402969247
Basaveshwara Nagar,6 Bedroom,750.0,4.0,1.0,182926.82926829267,6,24390243.90243902
Kannamangala,2 BHK,957.0,2.0,0.0,64024.39024390244,2,6690113.923082804
Basaveshwara Nagar,5 Bedroom,2400.0,4.0,1.0,378048.7804878049,5,15752032.520325202
Bannerghatta Road,2 BHK,1268.0,2.0,1.0,84146.34146341463,2,6636146.803108409
Bannerghatta Road,3 BHK,1450.0,2.0,2.0,106097.56097560975,3,7317073.1707317075
Manorayana Palya,3 BHK,1600.0,2.0,2.0,91463.41463414633,3,5716463.414634146
Uttarahalli,3 BHK,1330.0,2.0,1.0,69512.19512195123,3,5226480.836236934
Jakkur,3 BHK,1355.0,2.0,2.0,79268.29268292683,3,5850058.500585006
Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,62804.87804878049,2,4937490.412639976
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,1.0,46939.0243902439,2,4267184.035476718
Sarjapur  Road,3 BHK,1220.0,3.0,2.0,70731.70731707317,3,5797680.927628948
Chikkalasandra,2 BHK,1075.0,2.0,1.0,57024.39024390244,2,5304594.44129325
Lingarajapuram,2 BHK,800.0,2.0,1.0,67073.17073170732,2,8384146.341463414
Vasanthapura,2 BHK,995.0,2.0,1.0,42463.41463414634,2,4267679.862728275
